Date,Number of Mined Bitcoins,Bitcoin Price,Ln Bitcoin Price
2021-04-06,18674750,58243.87,10.97239413
2021-04-09,18678025,58333.6,10.97393354
2021-04-13,18681300,63193.56,11.05395768
2021-04-17,18684593.75,60870.13,11.01649786
2021-04-21,18687887.5,54996.31,10.91502137
2021-04-25,18691156.25,48122.24,10.78149972
2021-04-29,18694431.25,52990.9,10.87787548
2021-05-03,18697718.75,56811.66,10.94749687
2021-05-06,18701000,55955.47,10.93231147
2021-05-09,18704287.5,57931.38,10.96701449
2021-05-12,18707556.25,54482.81,10.90564052
2021-05-15,18710831.25,48242.61,10.78399793
2021-05-20,18714112.5,40078.49,10.59859506
2021-05-24,18717381.25,39024.16,10.57193622
2021-05-28,18720650,35218.36,10.46932282
2021-06-01,18723925,36322.98,10.50020588
2021-06-05,18727206.25,35854.31,10.48721906
2021-06-09,18730493.75,36408.39,10.50255452
2021-06-13,18733781.25,39260.32,10.57796962
2021-06-17,18737062.5,37747.52,10.53867506
2021-06-22,18740331.25,32903.52,10.40133492
2021-06-27,18743606.25,32635.76,10.3931639
2021-07-03,18746875,34728.55,10.45531739
2021-07-07,18750143.75,34544.86,10.45001405
2021-07-11,18753418.75,33854.3,10.4298213
2021-07-15,18756706.25,31758.37,10.36591159
2021-07-18,18759975,31652.45,10.36257083
2021-07-22,18763250,32247.75,10.38120355
2021-07-25,18766531.25,34483.2,10.44822753
2021-07-29,18769800,39722.08,10.58966248
2021-08-01,18773081.25,41268.06,10.62784411
2021-08-04,18776362.5,39754.38,10.5904753
2021-08-08,18779631.25,43867.4,10.68892673
2021-08-11,18782906.25,46345.49,10.74387926
2021-08-14,18786175,46666.78,10.75078784
2021-08-18,18789456.25,44546.67,10.70429268
2021-08-21,18792725,49011.76,10.79981555
2021-08-24,18796000,48345.65,10.78613153
2021-08-27,18799281.25,48921.81,10.79797859
2021-08-31,18802556.25,47008.53,10.75808435
2021-09-04,18805825,50182.7,10.82342562
2021-09-07,18809100,46819.01,10.7540446
2021-09-11,18812381.25,45319.68,10.72149665
2021-09-14,18815656.25,46828.18,10.75424044
2021-09-18,18818937.5,47994.88,10.77884962
2021-09-21,18822212.5,40926.74,10.61953892
2021-09-25,18825481.25,42678.81,10.66145782
2021-09-28,18828762.5,41785.9,10.64031424
2021-10-02,18832031.25,48019.13,10.77935475
2021-10-05,18835300,51474.19,10.8488358
2021-10-09,18838568.75,54670.87,10.90908631
2021-10-12,18841837.5,55362.51,10.92165793
2021-10-16,18845125,61014.11,11.01886043
2021-10-19,18848393.75,64121.31,11.06853204
2021-10-23,18851668.75,61124.51,11.02066821
2021-10-26,18854950,62096.9,11.03645135
2021-10-29,18858231.25,62395.66,11.041251
2021-11-02,18861500,63141.03,11.05312607
2021-11-05,18864768.75,60976.2,11.0182389
2021-11-09,18868043.75,67734.04,11.12334414
2021-11-12,18871312.5,64100.68,11.06821025
2021-11-16,18874612.5,60488.5,11.01020854
2021-11-19,18877881.25,57869.63,10.965948
2021-11-23,18881162.5,57709.14,10.96317085
2021-11-27,18884437.5,54625.03,10.90824748
2021-12-01,18887706.25,57029.49,10.95132378
2021-12-04,18890981.25,48765.22,10.79477263
2021-12-07,18894250,50527.72,10.83027738
2021-12-10,18897518.75,47952.18,10.77795954
2021-12-14,18900787.5,48310.62,10.78540669
2021-12-18,18904056.25,46971.17,10.75728929
2021-12-22,18907337.5,49073.95,10.80108362
2021-12-25,18910618.75,50986.51,10.83931637
2021-12-29,18913887.5,47232.15,10.76283008
2022-01-01,18917156.25,47333.2,10.76496723
2022-01-05,18920431.25,43603.88,10.68290142
2022-01-08,18923700,41788.38,10.64037359
2022-01-12,18926968.75,43793.81,10.68724776
2022-01-15,18930237.5,43333.72,10.67668636
2022-01-19,18933506.25,41724.22,10.63883705
2022-01-22,18936800,35402.77,10.47454534
2022-01-26,18940075,36356.7,10.50113379
2022-01-29,18943350,38388.74,10.55551947
2022-02-02,18946625,36936.93,10.51696714
2022-02-06,18949900,41687.25,10.63795061
2022-02-09,18953181.25,44497.51,10.70318851
2022-02-13,18956456.25,42228.76,10.65085678
2022-02-16,18959725,44092.86,10.69405314
2022-02-19,18963000,39942.63,10.59519945
2022-02-23,18966281.25,37543.5,10.53325554
2022-02-27,18969575,37435.48,10.5303742
2022-03-03,18972843.75,42096.97,10.64773105
2022-03-06,18976118.75,39030.04,10.57208689
2022-03-10,18979387.5,39329.95,10.57974159
2022-03-14,18982675,38725.24,10.56424686
2022-03-17,18985950,40724.56,10.61458663
2022-03-20,18989218.75,41308.02,10.62881195
2022-03-24,18992487.5,43895.65,10.68957051
2022-03-28,18995768.75,47967.56,10.77828023
2022-03-31,18999037.5,45767.58,10.73133126
2022-04-04,19002312.5,46311.76,10.7431512
2022-04-07,19005600,43577.22,10.68228982
2022-04-11,19008875,39846.47,10.5927891
2022-04-15,19012143.75,40404.52,10.60669694
2022-04-18,19015412.5,40673.67,10.61333623
2022-04-22,19018693.75,39621.31,10.58712238
2022-04-25,19021962.5,40186.18,10.60127843
2022-04-29,19025243.75,38560.04,10.55997179
2022-05-02,19028525,38312.41,10.55352914
2022-05-05,19031793.75,36456.02,10.50386188
2022-05-09,19035068.75,30959.3,10.34042872
2022-05-13,19038337.5,29760.13,10.30092486
2022-05-16,19041625,29908.75,10.30590636
2022-05-20,19044950,29117.13,10.27908194
2022-05-24,19048225,29438.3,10.29005183
2022-05-28,19051493.75,28999.04,10.275018
2022-05-31,19054762.5,31788.28,10.36685295
2022-06-04,19058031.25,29733.76,10.30003838
2022-06-08,19061318.75,30179.77,10.31492711
2022-06-11,19064587.5,28380.38,10.25345334
2022-06-15,19067868.75,21640.29,9.982312134
2022-06-19,19071137.5,20607.54,9.933412307
2022-06-22,19074412.5,19857.05,9.896314387
2022-06-26,19077693.75,21392.35,9.97078866
2022-06-30,19080968.75,18731.3,9.8379512
2022-07-03,19084237.5,19420.48,9.874083458
2022-07-07,19087512.5,21610.58,9.980938289
2022-07-11,19090793.75,20409.54,9.923757718
2022-07-15,19094068.75,20926.53,9.948773011
2022-07-19,19097350,23304.71,10.05641077
2022-07-23,19100625,22330.07,10.01368948
2022-07-26,19103900,20985.62,9.95159272
2022-07-29,19107175,23951.94,10.0838046
2022-08-02,19110450,23029.66,10.04453823
2022-08-06,19113718.75,23174.48,10.05080695
2022-08-09,19117000,23144.84,10.04952714
2022-08-13,19120268.75,24494.84,10.10621776
2022-08-17,19123537.5,23407.4,10.06080749
2022-08-20,19126812.5,20819.56,9.943648208
2022-08-23,19130093.75,21477.74,9.974772329
2022-08-27,19133362.5,20009.56,9.903965438
2022-08-30,19136637.5,19975.94,9.902283828
2022-09-03,19139918.75,19743.94,9.890601888
2022-09-06,19143187.5,18978.5,9.851062038
2022-09-10,19146456.25,21431.35,9.972610082
2022-09-13,19149731.25,20240.4,9.915435886
2022-09-17,19153006.25,20080.05,9.907482064
2022-09-20,19156293.75,18974.31,9.850841238
2022-09-24,19159562.5,19144.41,9.859766046
2022-09-28,19162862.5,19567.79,9.881640126
2022-10-01,19166143.75,19252.71,9.865407109
2022-10-05,19169412.5,19988.42,9.902908385
2022-10-08,19172681.25,19456.38,9.875930316
2022-10-11,19175981.25,19019.1,9.853199016
2022-10-14,19179250,19177.31,9.861483088
2022-10-18,19182531.25,19367.71,9.871362525
2022-10-21,19185812.5,19181.79,9.86171667
2022-10-25,19189081.25,20189.29,9.912907545
2022-10-29,19192350,20864.33,9.945796281
2022-11-01,19195625,20479.4,9.927174782
2022-11-05,19198900,21355.89,9.969082859
2022-11-09,19202168.75,15731.3,9.663407637
2022-11-12,19205443.75,16793.47,9.728745399
2022-11-16,19208718.75,16531.47,9.713021116
2022-11-19,19211993.75,16660.59,9.720801329
2022-11-23,19215281.25,16471.9,9.709411178
2022-11-28,19218550,16196.39,9.692543657
2022-12-01,19221843.75,16929.96,9.736840112
2022-12-05,19225112.5,16972.24,9.739334347
2022-12-08,19228381.25,17184.1,9.751739817
2022-12-12,19231668.75,17177.78,9.751371967
2022-12-15,19234937.5,17399.63,9.764204221
2022-12-19,19238225,16586.82,9.716363683
2022-12-23,19241500,16811.33,9.729808343
2022-12-28,19244781.25,16517.32,9.712164806
2022-12-31,19248050,16539.5,9.713506738
2023-01-03,19251325,16661.86,9.720877554
2023-01-07,19254625,16938.55,9.737347368
2023-01-10,19257906.25,17466.71,9.768052063
2023-01-13,19261175,19813.55,9.894121326
2023-01-17,19264443.75,21316.08,9.967216996
2023-01-20,19267725,22318.24,10.01315956
2023-01-24,19270993.75,22904.83,10.03910308
2023-01-27,19274275,23092,10.04724152
2023-01-31,19277543.75,22950.56,10.04109762
2023-02-04,19280818.75,23417.15,10.06122394
2023-02-07,19284093.75,23199.48,10.05188514
2023-02-11,19287362.5,21828.1,9.99095341
2023-02-14,19290631.25,22252.63,10.01021548
2023-02-17,19293950,24487.25,10.10590785
2023-02-21,19297237.5,24199.85,10.09410171
2023-02-24,19300518.75,23101.79,10.04766538
2023-02-28,19303800,23146.88,10.04961528
2023-03-03,19307075,22242.64,10.00976645
2023-03-07,19310362.5,22055.35,10.00131048
2023-03-10,19313631.25,20101.78,9.908563647
2023-03-14,19316900,24636.25,10.11197421
2023-03-17,19320175,26823.38,10.19702917
2023-03-21,19323450,28154.56,10.24546461
2023-03-24,19326750,27618.28,10.22623315
2023-03-27,19330018.75,27048.29,10.20537907
2023-03-31,19333293.75,28395.3,10.25397892
2023-04-04,19336568.75,28257.1,10.24910003
2023-04-07,19339862.5,27890.37,10.23603675
2023-04-11,19343143.75,30192.1,10.31533558
2023-04-14,19346418.75,30470.31,10.32450805
2023-04-18,19349700,30422,10.32292131
2023-04-22,19352968.75,27645.8,10.2272291
2023-04-25,19356243.75,27979.6,10.23923095
2023-04-29,19359518.75,29242.06,10.28336336
2023-05-03,19362806.25,28528.95,10.25867464
2023-05-07,19366075,28953.02,10.2734298
2023-05-10,19369343.75,27875.64,10.23550847
2023-05-14,19372612.5,26952.65,10.2018369
2023-05-17,19375893.75,27337.78,10.21602491
2023-05-21,19379168.75,26851.07,10.19806095
2023-05-24,19382437.5,26401.81,10.18118785
2023-05-28,19385706.25,27564.04,10.2242673
2023-05-31,19388981.25,27117.1,10.2079198
2023-06-04,19392275,27249.75,10.21279963
2023-06-07,19395550,26363.47,10.17973462
2023-06-11,19398831.25,26135.88,10.17106436
2023-06-14,19402100,24928.57,10.12376981
2023-06-18,19405381.25,26472,10.18384285
2023-06-22,19408656.25,30157.31,10.31418263
2023-06-25,19411931.25,30383.36,10.32165037
2023-06-29,19415206.25,30400.46,10.32221302
2023-07-03,19418481.25,31128.76,10.34588743
2023-07-06,19421768.75,30315.91,10.31942794
2023-07-09,19425056.25,30201.16,10.31563561
2023-07-13,19428337.5,31386,10.35411721
2023-07-17,19431612.5,29931.93,10.30668108
2023-07-20,19434887.5,29737.02,10.30014801
2023-07-24,19438156.25,29145.13,10.28004311
2023-07-28,19441431.25,29342.44,10.28679021
2023-08-01,19444718.75,29212.88,10.28236499
2023-08-04,19448006.25,28937.67,10.27289949
2023-08-08,19451275,29984.24,10.30842719
2023-08-12,19454543.75,29410.47,10.28910601
2023-08-15,19457825,29171.58,10.28095023
